tow_date,tow_description,police_district
2008-03-04T00:00:00.000,ABANDONED VEHICLE,District A
2008-03-04T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-05T00:00:00.000,STOLEN VEHICLE,District D
2008-03-05T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-05T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-06T00:00:00.000,ACCIDENT,District C
2008-03-06T00:00:00.000,IMPOUNDED,District E
2008-03-06T00:00:00.000,ILLEGALLY PARKED,District C
2008-03-06T00:00:00.000,ILLEGALLY PARKED,District B
2008-03-06T00:00:00.000,STOLEN VEHICLE,District B
2008-03-06T00:00:00.000,STOLEN VEHICLE,District C
2008-03-06T00:00:00.000,STOLEN VEHICLE,District B
2008-03-06T00:00:00.000,ABANDONED VEHICLE,District D
2008-02-17T00:00:00.000,IMPOUNDED,District A
2008-03-07T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-07T00:00:00.000,STOLEN VEHICLE,District B
2008-03-07T00:00:00.000,ABANDONED VEHICLE,District A
2008-03-08T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-08T00:00:00.000,ABANDONED VEHICLE,District D
2008-03-08T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-08T00:00:00.000,IMPOUNDED,District D
2008-03-08T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-08T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-08T00:00:00.000,IMPOUNDED,District D
2008-03-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-03-09T00:00:00.000,STOLEN VEHICLE,District C
2008-03-10T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-10T00:00:00.000,ABANDONED VEHICLE,District D
2008-03-10T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-10T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-10T00:00:00.000,ABANDONED VEHICLE,District E
2008-03-10T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-10T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-10T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-10T00:00:00.000,ILLEGAL VEHICLE,District D
2008-03-10T00:00:00.000,STOLEN VEHICLE,District C
2008-03-10T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-10T00:00:00.000,IMPOUNDED,District C
2008-03-10T00:00:00.000,STOLEN VEHICLE,District A
2008-03-10T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-10T00:00:00.000,ABANDONED VEHICLE,District D
2008-03-10T00:00:00.000,STOLEN VEHICLE,District B
2008-03-11T00:00:00.000,STOLEN VEHICLE,District B
2008-03-11T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-11T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-11T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-11T00:00:00.000,STOLEN VEHICLE,District B
2008-03-11T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-11T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-11T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-11T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-12T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-12T00:00:00.000,ABANDONED VEHICLE,District E
2008-03-12T00:00:00.000,ILLEGAL VEHICLE,District D
2008-03-12T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-12T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-12T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-12T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-12T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-12T00:00:00.000,ABANDONED VEHICLE,District D
2008-03-12T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-12T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-12T00:00:00.000,ABANDONED VEHICLE,District E
2008-03-12T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-12T00:00:00.000,STOLEN VEHICLE,District B
2008-03-12T00:00:00.000,STOLEN VEHICLE,District D
2008-03-13T00:00:00.000,ILLEGALLY PARKED,District B
2008-03-13T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-13T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-13T00:00:00.000,ABANDONED VEHICLE,District E
2008-03-13T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-13T00:00:00.000,ABANDONED VEHICLE,District A
2008-03-14T00:00:00.000,IMPOUNDED,District E
2008-03-14T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-14T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-14T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-14T00:00:00.000,ABANDONED VEHICLE,District A
2008-03-14T00:00:00.000,ILLEGALLY PARKED,District D
2008-03-14T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-14T00:00:00.000,STOLEN VEHICLE,District E
2008-03-15T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-15T00:00:00.000,STOLEN VEHICLE,District E
2008-03-15T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-15T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-15T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-15T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-15T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-15T00:00:00.000,ACCIDENT,District C
2008-03-16T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-16T00:00:00.000,ACCIDENT,District D
2008-03-17T00:00:00.000,STOLEN VEHICLE,District C
2008-03-17T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-17T00:00:00.000,ACCIDENT,District D
2008-03-17T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-17T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-17T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-17T00:00:00.000,ILLEGAL VEHICLE,District D
2008-03-17T00:00:00.000,ILLEGAL VEHICLE,District D
2008-03-17T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-17T00:00:00.000,ACCIDENT,District E
2008-03-17T00:00:00.000,ILLEGALLY PARKED,District B
2008-03-17T00:00:00.000,IMPOUNDED,District A
2008-03-17T00:00:00.000,ABANDONED VEHICLE,District D
2008-03-17T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-17T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-17T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-18T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-18T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-18T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-18T00:00:00.000,ABANDONED VEHICLE,District E
2008-03-18T00:00:00.000,ILLEGALLY PARKED,District B
2008-03-18T00:00:00.000,ILLEGALLY PARKED,District A
2008-03-18T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-18T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-19T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-19T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-19T00:00:00.000,GONE ON ARRIVAL,District D
2008-03-19T00:00:00.000,STOLEN VEHICLE,District D
2008-03-19T00:00:00.000,ABANDONED VEHICLE,District A
2008-03-19T00:00:00.000,ABANDONED VEHICLE,District A
2008-03-19T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-19T00:00:00.000,ABANDONED VEHICLE,District A
2008-03-19T00:00:00.000,ABANDONED VEHICLE,District D
2008-03-19T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-19T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-19T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-19T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-19T00:00:00.000,ILLEGAL VEHICLE,District D
2008-03-19T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-19T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-19T00:00:00.000,ABANDONED VEHICLE,District D
2008-03-19T00:00:00.000,ACCIDENT,District D
2008-03-19T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-19T00:00:00.000,STOLEN VEHICLE,District B
2008-03-20T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-20T00:00:00.000,ILLEGALLY PARKED,District B
2008-03-20T00:00:00.000,ILLEGALLY PARKED,District D
2008-03-20T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-20T00:00:00.000,ACCIDENT,District E
2008-03-20T00:00:00.000,STOLEN VEHICLE,District D
2008-03-20T00:00:00.000,GONE ON ARRIVAL,District E
2008-03-21T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-21T00:00:00.000,IMPOUNDED,District A
2008-03-21T00:00:00.000,ILLEGAL VEHICLE,District D
2008-03-21T00:00:00.000,STOLEN VEHICLE,District D
2008-03-21T00:00:00.000,ILLEGAL VEHICLE,District D
2008-03-21T00:00:00.000,ACCIDENT,District D
2008-03-22T00:00:00.000,ACCIDENT,District E
2008-03-22T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-22T00:00:00.000,ABANDONED VEHICLE,District A
2008-03-23T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-23T00:00:00.000,ACCIDENT,District B
2008-03-23T00:00:00.000,ACCIDENT,District C
2008-03-23T00:00:00.000,ACCIDENT,District C
2008-03-23T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-23T00:00:00.000,IMPOUNDED,District C
2008-03-24T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-24T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-24T00:00:00.000,IMPOUNDED,District E
2008-03-24T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-24T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-24T00:00:00.000,ABANDONED VEHICLE,District E
2008-03-24T00:00:00.000,ACCIDENT,District B
2008-03-24T00:00:00.000,ACCIDENT,District B
2008-03-24T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-24T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-24T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-25T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-25T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-25T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-25T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-25T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-25T00:00:00.000,ILLEGAL VEHICLE,District D
2008-03-25T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-25T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-26T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-26T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-26T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-26T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-26T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-26T00:00:00.000,ABANDONED VEHICLE,District B
2008-03-26T00:00:00.000,ABANDONED VEHICLE,District D
2008-03-26T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-26T00:00:00.000,ABANDONED VEHICLE,District C
2008-03-26T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-26T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-26T00:00:00.000,ABANDONED VEHICLE,District D
2008-03-26T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-27T00:00:00.000,STOLEN VEHICLE,District B
2008-03-27T00:00:00.000,ILLEGALLY PARKED,District E
2008-03-27T00:00:00.000,ILLEGAL VEHICLE,District D
2008-03-27T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-27T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-27T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-27T00:00:00.000,STOLEN VEHICLE,District D
2008-03-27T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-27T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-28T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-28T00:00:00.000,ILLEGAL VEHICLE,District D
2008-03-28T00:00:00.000,ILLEGAL VEHICLE,District D
2008-03-28T00:00:00.000,STOLEN VEHICLE,District D
2008-03-28T00:00:00.000,ILLEGALLY PARKED,District C
2008-03-28T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-29T00:00:00.000,ACCIDENT,District B
2008-03-29T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-29T00:00:00.000,ILLEGAL VEHICLE,District A
2008-03-29T00:00:00.000,ABANDONED VEHICLE,District A
2008-03-29T00:00:00.000,STOLEN VEHICLE,District E
2008-03-29T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-29T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-29T00:00:00.000,STOLEN VEHICLE,District E
2008-03-29T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-30T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-30T00:00:00.000,STOLEN VEHICLE,District E
2008-03-30T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-31T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-31T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-31T00:00:00.000,GONE ON ARRIVAL,District B
2008-03-31T00:00:00.000,STOLEN VEHICLE,District E
2008-03-31T00:00:00.000,ILLEGALLY PARKED,District B
2008-03-31T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-31T00:00:00.000,ILLEGALLY PARKED,District B
2008-03-31T00:00:00.000,ILLEGAL VEHICLE,District B
2008-03-31T00:00:00.000,ILLEGAL VEHICLE,District C
2008-03-31T00:00:00.000,ILLEGAL VEHICLE,District E
2008-03-31T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-01T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-01T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-01T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-01T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-01T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-01T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-01T00:00:00.000,IMPOUNDED,District B
2008-04-01T00:00:00.000,IMPOUNDED,District A
2008-04-01T00:00:00.000,ABANDONED VEHICLE,District C
2008-04-01T00:00:00.000,ABANDONED VEHICLE,District C
2008-04-01T00:00:00.000,STOLEN VEHICLE,District C
2008-04-02T00:00:00.000,STOLEN VEHICLE,District D
2008-04-02T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-02T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-02T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-02T00:00:00.000,IMPOUNDED,District C
2008-04-02T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-02T00:00:00.000,STOLEN VEHICLE,District B
2008-04-02T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-02T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-02T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-02T00:00:00.000,IMPOUNDED,District A
2008-04-02T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-02T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-02T00:00:00.000,ABANDONED VEHICLE,District C
2008-04-02T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-02T00:00:00.000,ABANDONED VEHICLE,District C
2008-04-02T00:00:00.000,ILLEGALLY PARKED,District A
2008-04-03T00:00:00.000,IMPOUNDED,District C
2008-04-03T00:00:00.000,STOLEN VEHICLE,District C
2008-04-03T00:00:00.000,STOLEN VEHICLE,District C
2008-04-03T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-03T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-03T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-03T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-03T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-03T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-03T00:00:00.000,ACCIDENT,District B
2008-04-03T00:00:00.000,IMPOUNDED,District A
2008-04-03T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-03T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-04T00:00:00.000,ACCIDENT,District D
2008-04-04T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-04T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-04T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-04T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-04T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-04T00:00:00.000,ACCIDENT,District E
2008-04-04T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-04T00:00:00.000,IMPOUNDED,District E
2008-04-04T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-04T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-04T00:00:00.000,IMPOUNDED,District C
2008-04-04T00:00:00.000,IMPOUNDED,District C
2008-04-04T00:00:00.000,IMPOUNDED,District A
2008-04-05T00:00:00.000,IMPOUNDED,District E
2008-04-05T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-05T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-05T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-06T00:00:00.000,STOLEN VEHICLE,District C
2008-04-06T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-06T00:00:00.000,ACCIDENT,District E
2008-04-06T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-06T00:00:00.000,IMPOUNDED,District C
2008-04-06T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-07T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-07T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-07T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-07T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-07T00:00:00.000,IMPOUNDED,District C
2008-04-07T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-07T00:00:00.000,ACCIDENT,District D
2008-04-07T00:00:00.000,IMPOUNDED,District A
2008-04-07T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-07T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-07T00:00:00.000,ACCIDENT,District C
2008-04-07T00:00:00.000,ILLEGALLY PARKED,District C
2008-04-07T00:00:00.000,ILLEGALLY PARKED,District B
2008-04-07T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-07T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-08T00:00:00.000,IMPOUNDED,District E
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-08T00:00:00.000,IMPOUNDED,District A
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-08T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-09T00:00:00.000,ABANDONED VEHICLE,District A
2008-04-09T00:00:00.000,ABANDONED VEHICLE,District A
2008-04-09T00:00:00.000,ABANDONED VEHICLE,District E
2008-04-09T00:00:00.000,STOLEN VEHICLE,District C
2008-04-09T00:00:00.000,ILLEGALLY PARKED,District B
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-09T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-10T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-10T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-10T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-10T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-10T00:00:00.000,ABANDONED VEHICLE,District D
2008-04-11T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-11T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-11T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-11T00:00:00.000,ABANDONED VEHICLE,District D
2008-04-11T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-11T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-12T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-12T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-12T00:00:00.000,ABANDONED VEHICLE,District E
2008-04-12T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-12T00:00:00.000,IMPOUNDED,District A
2008-04-12T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-12T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-13T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-13T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-13T00:00:00.000,ABANDONED VEHICLE,District A
2008-04-13T00:00:00.000,ACCIDENT,District D
2008-04-13T00:00:00.000,STOLEN VEHICLE,District B
2008-04-13T00:00:00.000,ABANDONED VEHICLE,District E
2008-04-13T00:00:00.000,STOLEN VEHICLE,District B
2008-04-14T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-14T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-14T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-14T00:00:00.000,ILLEGALLY PARKED,District D
2008-04-14T00:00:00.000,ABANDONED VEHICLE,District E
2008-04-15T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-15T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-15T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-15T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-15T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-15T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-15T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-15T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-15T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-15T00:00:00.000,STOLEN VEHICLE,District C
2008-04-15T00:00:00.000,STOLEN VEHICLE,District B
2008-04-15T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-15T00:00:00.000,STOLEN VEHICLE,District A
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-16T00:00:00.000,ABANDONED VEHICLE,District D
2008-04-16T00:00:00.000,ABANDONED VEHICLE,District B
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-16T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-16T00:00:00.000,ILLEGALLY PARKED,District D
2008-04-16T00:00:00.000,ILLEGALLY PARKED,District D
2008-04-16T00:00:00.000,ILLEGALLY PARKED,District B
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-17T00:00:00.000,ILLEGALLY PARKED,District D
2008-04-17T00:00:00.000,ILLEGALLY PARKED,District D
2008-04-17T00:00:00.000,ACCIDENT,District E
2008-04-17T00:00:00.000,ABANDONED VEHICLE,District B
2008-04-17T00:00:00.000,STOLEN VEHICLE,District D
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-17T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-18T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-18T00:00:00.000,ILLEGAL VEHICLE,District C
2008-04-18T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-18T00:00:00.000,ILLEGALLY PARKED,District B
2008-04-18T00:00:00.000,ILLEGALLY PARKED,District A
2008-04-18T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-18T00:00:00.000,STOLEN VEHICLE,District A
2008-04-18T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-18T00:00:00.000,ABANDONED VEHICLE,District D
2008-04-18T00:00:00.000,ILLEGAL VEHICLE,District D
2008-04-19T00:00:00.000,STOLEN VEHICLE,District C
2008-04-19T00:00:00.000,ABANDONED VEHICLE,District C
2008-04-19T00:00:00.000,IMPOUNDED,District A
2008-04-19T00:00:00.000,ILLEGAL VEHICLE,District B
2008-04-19T00:00:00.000,STOLEN VEHICLE,District C
2008-04-19T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-19T00:00:00.000,ILLEGAL VEHICLE,District A
2008-04-20T00:00:00.000,STOLEN VEHICLE,District C
2008-04-20T00:00:00.000,STOLEN VEHICLE,District C
2008-04-20T00:00:00.000,ILLEGAL VEHICLE,District E
2008-04-20T00:00:00.000,ACCIDENT,District E
